kind	name	category	signature	module	doc
constant	VIVIDPURPLE	utils/color	ManimColor('#9900FA')	manim.utils.color.XKCD	
constant	VOMIT	utils/color	ManimColor('#A2A415')	manim.utils.color.XKCD	
constant	VOMITGREEN	utils/color	ManimColor('#89A203')	manim.utils.color.XKCD	
constant	VOMITYELLOW	utils/color	ManimColor('#C7C10C')	manim.utils.color.XKCD	
constant	WARMBLUE	utils/color	ManimColor('#4B57DB')	manim.utils.color.XKCD	
constant	WARMBROWN	utils/color	ManimColor('#964E02')	manim.utils.color.XKCD	
constant	WARMGREY	utils/color	ManimColor('#978A84')	manim.utils.color.XKCD	
constant	WARMPINK	utils/color	ManimColor('#FB5581')	manim.utils.color.XKCD	
constant	WARMPURPLE	utils/color	ManimColor('#952E8F')	manim.utils.color.XKCD	
constant	WASHEDOUTGREEN	utils/color	ManimColor('#BCF5A6')	manim.utils.color.XKCD	
constant	WATERBLUE	utils/color	ManimColor('#0E87CC')	manim.utils.color.XKCD	
constant	WATERMELON	utils/color	ManimColor('#FD4659')	manim.utils.color.XKCD	
constant	WEIRDGREEN	utils/color	ManimColor('#3AE57F')	manim.utils.color.XKCD	
constant	WHEAT	utils/color	ManimColor('#F4DDB2')	manim.utils.color.SVGNAMES	
constant	WHEAT	utils/color	ManimColor('#F5DEB3')	manim.utils.color.X11	
constant	WHEAT	utils/color	ManimColor('#FBDD7E')	manim.utils.color.XKCD	
constant	WHEAT1	utils/color	ManimColor('#FFE7BA')	manim.utils.color.X11	
constant	WHEAT2	utils/color	ManimColor('#EED8AE')	manim.utils.color.X11	
constant	WHEAT3	utils/color	ManimColor('#CDBA96')	manim.utils.color.X11	
constant	WHEAT4	utils/color	ManimColor('#8B7E66')	manim.utils.color.X11	
constant	WHITE	utils/color	ManimColor('#FFFFFF')	manim.utils.color	
constant	WHITE	utils/color	ManimColor('#FFFFFF')	manim.utils.color.DVIPSNAMES	
constant	WHITE	utils/color	ManimColor('#FFFFFF')	manim.utils.color.SVGNAMES	
constant	WHITE	utils/color	ManimColor('#FFFFFF')	manim.utils.color.X11	
constant	WHITE	utils/color	ManimColor('#FFFFFF')	manim.utils.color.XKCD	
constant	WHITE	utils/color	ManimColor('#FFFFFF')	manim.utils.color.manim_colors	
constant	WHITESMOKE	utils/color	ManimColor('#F4F4F4')	manim.utils.color.SVGNAMES	
constant	WHITESMOKE	utils/color	ManimColor('#F5F5F5')	manim.utils.color.X11	
constant	WILDSTRAWBERRY	utils/color	ManimColor('#EE2967')	manim.utils.color.DVIPSNAMES	
constant	WINDOWSBLUE	utils/color	ManimColor('#3778BF')	manim.utils.color.XKCD	
constant	WINE	utils/color	ManimColor('#80013F')	manim.utils.color.XKCD	
constant	WINERED	utils/color	ManimColor('#7B0323')	manim.utils.color.XKCD	
constant	WINTERGREEN	utils/color	ManimColor('#20F986')	manim.utils.color.XKCD	
constant	WISTERIA	utils/color	ManimColor('#A87DC2')	manim.utils.color.XKCD	
constant	X11_BUTTERSCOTCH	utils/color	ManimColor('#D38F43')	manim.utils.color.AS2700	
constant	X12_PUMPKIN	utils/color	ManimColor('#DD7E1A')	manim.utils.color.AS2700	
constant	X13_MARIGOLD	utils/color	ManimColor('#ED7F15')	manim.utils.color.AS2700	
constant	X14_MANDARIN	utils/color	ManimColor('#E45427')	manim.utils.color.AS2700	
constant	X15_ORANGE	utils/color	ManimColor('#E36C2B')	manim.utils.color.AS2700	
constant	X21_PALE_OCHRE	utils/color	ManimColor('#DAA45F')	manim.utils.color.AS2700	
constant	X22_SAFFRON	utils/color	ManimColor('#F6AA51')	manim.utils.color.AS2700	
constant	X23_APRICOT	utils/color	ManimColor('#FEB56D')	manim.utils.color.AS2700	
constant	X24_ROCKMELON	utils/color	ManimColor('#F6894B')	manim.utils.color.AS2700	
constant	X31_RAFFIA	utils/color	ManimColor('#EBC695')	manim.utils.color.AS2700	
constant	X32_MAGNOLIA	utils/color	ManimColor('#F1DEBE')	manim.utils.color.AS2700	
constant	X33_WARM_WHITE	utils/color	ManimColor('#F3E7D4')	manim.utils.color.AS2700	
constant	X34_DRIFTWOOD	utils/color	ManimColor('#D5C4AE')	manim.utils.color.AS2700	
constant	X41_BUFF	utils/color	ManimColor('#C28A44')	manim.utils.color.AS2700	
constant	X42_BISCUIT	utils/color	ManimColor('#DEBA92')	manim.utils.color.AS2700	
constant	X43_BEIGE	utils/color	ManimColor('#C9AA8C')	manim.utils.color.AS2700	
constant	X45_CINNAMON	utils/color	ManimColor('#AC826D')	manim.utils.color.AS2700	
constant	X51_TAN	utils/color	ManimColor('#8F5F32')	manim.utils.color.AS2700	
constant	X52_COFFEE	utils/color	ManimColor('#AD7948')	manim.utils.color.AS2700	
constant	X53_GOLDEN_TAN	utils/color	ManimColor('#925629')	manim.utils.color.AS2700	
constant	X54_BROWN	utils/color	ManimColor('#68452C')	manim.utils.color.AS2700	
constant	X55_NUT_BROWN	utils/color	ManimColor('#764832')	manim.utils.color.AS2700	
constant	X61_WOMBAT	utils/color	ManimColor('#6E5D52')	manim.utils.color.AS2700	
constant	X62_DARK_EARTH	utils/color	ManimColor('#6E5D52')	manim.utils.color.AS2700	
constant	X63_IRONBARK	utils/color	ManimColor('#443B36')	manim.utils.color.AS2700	
constant	X64_CHOCOLATE	utils/color	ManimColor('#4A3B31')	manim.utils.color.AS2700	
constant	X65_DARK_BROWN	utils/color	ManimColor('#4F372D')	manim.utils.color.AS2700	
constant	Y11_CANARY	utils/color	ManimColor('#E7BD11')	manim.utils.color.AS2700	
constant	Y12_WATTLE	utils/color	ManimColor('#E8AF01')	manim.utils.color.AS2700	
constant	Y13_VIVID_YELLOW	utils/color	ManimColor('#FCAE01')	manim.utils.color.AS2700	
constant	Y14_GOLDEN_YELLOW	utils/color	ManimColor('#F5A601')	manim.utils.color.AS2700	
constant	Y15_SUNFLOWER	utils/color	ManimColor('#FFA709')	manim.utils.color.AS2700	
constant	Y16_INCA_GOLD	utils/color	ManimColor('#DF8C19')	manim.utils.color.AS2700	
constant	Y21_PRIMROSE	utils/color	ManimColor('#F5CF5B')	manim.utils.color.AS2700	
constant	Y22_CUSTARD	utils/color	ManimColor('#EFD25C')	manim.utils.color.AS2700	
constant	Y23_BUTTERCUP	utils/color	ManimColor('#E0CD41')	manim.utils.color.AS2700	
constant	Y24_STRAW	utils/color	ManimColor('#E3C882')	manim.utils.color.AS2700	
constant	Y25_DEEP_CREAM	utils/color	ManimColor('#F3C968')	manim.utils.color.AS2700	
constant	Y26_HOMEBUSH_GOLD	utils/color	ManimColor('#FCC51A')	manim.utils.color.AS2700	
constant	Y31_LILY_GREEN	utils/color	ManimColor('#E3E3CD')	manim.utils.color.AS2700	
constant	Y32_FLUMMERY	utils/color	ManimColor('#E6DF9E')	manim.utils.color.AS2700	
constant	Y33_PALE_PRIMROSE	utils/color	ManimColor('#F5F3CE')	manim.utils.color.AS2700	
constant	Y34_CREAM	utils/color	ManimColor('#EFE3BE')	manim.utils.color.AS2700	
constant	Y35_OFF_WHITE	utils/color	ManimColor('#F1E9D5')	manim.utils.color.AS2700	
constant	Y41_OLIVE_YELLOW	utils/color	ManimColor('#8E7426')	manim.utils.color.AS2700	
constant	Y42_MUSTARD	utils/color	ManimColor('#C4A32E')	manim.utils.color.AS2700	
constant	Y43_PARCHMENT	utils/color	ManimColor('#D4C9A3')	manim.utils.color.AS2700	
constant	Y44_SAND	utils/color	ManimColor('#DCC18B')	manim.utils.color.AS2700	
constant	Y45_MANILLA	utils/color	ManimColor('#E5D0A7')	manim.utils.color.AS2700	
constant	Y51_BRONZE_OLIVE	utils/color	ManimColor('#695D3E')	manim.utils.color.AS2700	
constant	Y52_CHAMOIS	utils/color	ManimColor('#BEA873')	manim.utils.color.AS2700	
constant	Y53_SANDSTONE	utils/color	ManimColor('#D5BF8E')	manim.utils.color.AS2700	
constant	Y54_OATMEAL	utils/color	ManimColor('#CAAE82')	manim.utils.color.AS2700	
constant	Y55_DEEP_STONE	utils/color	ManimColor('#BC9969')	manim.utils.color.AS2700	
constant	Y56_MERINO	utils/color	ManimColor('#C9B79E')	manim.utils.color.AS2700	
constant	Y61_BLACK_OLIVE	utils/color	ManimColor('#47473B')	manim.utils.color.AS2700	
constant	Y62_SUGAR_CANE	utils/color	ManimColor('#BCA55C')	manim.utils.color.AS2700	
constant	Y63_KHAKI	utils/color	ManimColor('#826843')	manim.utils.color.AS2700	
constant	Y65_MUSHROOM	utils/color	ManimColor('#A39281')	manim.utils.color.AS2700	
constant	Y66_MUDSTONE	utils/color	ManimColor('#574E45')	manim.utils.color.AS2700	
constant	YELLOW	utils/color	ManimColor('#F7D96F')	manim.utils.color	
constant	YELLOW	utils/color	ManimColor('#FFF200')	manim.utils.color.DVIPSNAMES	
constant	YELLOW	utils/color	ManimColor('#FFFF00')	manim.utils.color.SVGNAMES	
constant	YELLOW	utils/color	ManimColor('#FFFF14')	manim.utils.color.XKCD	
constant	YELLOW	utils/color	ManimColor('#F7D96F')	manim.utils.color.manim_colors	
constant	YELLOW1	utils/color	ManimColor('#FFFF00')	manim.utils.color.X11	
constant	YELLOW2	utils/color	ManimColor('#EEEE00')	manim.utils.color.X11	
constant	YELLOW3	utils/color	ManimColor('#CDCD00')	manim.utils.color.X11	
constant	YELLOW4	utils/color	ManimColor('#8B8B00')	manim.utils.color.X11	
constant	YELLOWBROWN	utils/color	ManimColor('#B79400')	manim.utils.color.XKCD	
constant	YELLOWGREEN	utils/color	ManimColor('#98CC70')	manim.utils.color.DVIPSNAMES	
constant	YELLOWGREEN	utils/color	ManimColor('#9ACD30')	manim.utils.color.SVGNAMES	
constant	YELLOWGREEN	utils/color	ManimColor('#9ACD32')	manim.utils.color.X11	
constant	YELLOWGREEN	utils/color	ManimColor('#BBF90F')	manim.utils.color.XKCD	
constant	YELLOWISH	utils/color	ManimColor('#FAEE66')	manim.utils.color.XKCD	
constant	YELLOWISHBROWN	utils/color	ManimColor('#9B7A01')	manim.utils.color.XKCD	
constant	YELLOWISHGREEN	utils/color	ManimColor('#B0DD16')	manim.utils.color.XKCD	
constant	YELLOWISHORANGE	utils/color	ManimColor('#FFAB0F')	manim.utils.color.XKCD	
constant	YELLOWISHTAN	utils/color	ManimColor('#FCFC81')	manim.utils.color.XKCD	
constant	YELLOWOCHRE	utils/color	ManimColor('#CB9D06')	manim.utils.color.XKCD	
constant	YELLOWORANGE	utils/color	ManimColor('#FAA21A')	manim.utils.color.DVIPSNAMES	
constant	YELLOWORANGE	utils/color	ManimColor('#FCB001')	manim.utils.color.XKCD	
constant	YELLOWTAN	utils/color	ManimColor('#FFE36E')	manim.utils.color.XKCD	
constant	YELLOWYBROWN	utils/color	ManimColor('#AE8B0C')	manim.utils.color.XKCD	
constant	YELLOWYGREEN	utils/color	ManimColor('#BFF128')	manim.utils.color.XKCD	
constant	YELLOW_A	utils/color	ManimColor('#FFF1B6')	manim.utils.color	
constant	YELLOW_A	utils/color	ManimColor('#FFF1B6')	manim.utils.color.manim_colors	
constant	YELLOW_B	utils/color	ManimColor('#FFEA94')	manim.utils.color	
constant	YELLOW_B	utils/color	ManimColor('#FFEA94')	manim.utils.color.manim_colors	
constant	YELLOW_C	utils/color	ManimColor('#F7D96F')	manim.utils.color	
constant	YELLOW_C	utils/color	ManimColor('#F7D96F')	manim.utils.color.manim_colors	
constant	YELLOW_D	utils/color	ManimColor('#F4D345')	manim.utils.color	
constant	YELLOW_D	utils/color	ManimColor('#F4D345')	manim.utils.color.manim_colors	
constant	YELLOW_E	utils/color	ManimColor('#E8C11C')	manim.utils.color	
constant	YELLOW_E	utils/color	ManimColor('#E8C11C')	manim.utils.color.manim_colors	
function	average_color	utils/color	(*colors: 'ParsableManimColor') -> 'ManimColor'	manim.utils.color.core	Determine the average color between the given parameters.
function	color_gradient	utils/color	(reference_colors: 'Iterable[ParsableManimColor]', length_of_output: 'int') -> 'list[ManimColor]'	manim.utils.color.core	Create a list of colors interpolated between the input array of colors with a
function	color_to_int_rgb	utils/color	(color: 'ParsableManimColor') -> 'IntRGB'	manim.utils.color.core	Helper function for use in functional style programming. Refer to
function	color_to_int_rgba	utils/color	(color: 'ParsableManimColor', alpha: 'float' = 1.0) -> 'IntRGBA'	manim.utils.color.core	Helper function for use in functional style programming. Refer to
function	color_to_rgb	utils/color	(color: 'ParsableManimColor') -> 'FloatRGB'	manim.utils.color.core	Helper function for use in functional style programming.
function	color_to_rgba	utils/color	(color: 'ParsableManimColor', alpha: 'float' = 1.0) -> 'FloatRGBA'	manim.utils.color.core	Helper function for use in functional style programming. Refer to
function	get_shaded_rgb	utils/color	(rgb: 'FloatRGB', point: 'Point3D', unit_normal_vect: 'Vector3D', light_source: 'Point3D') -> 'FloatRGB'	manim.utils.color.core	Add light or shadow to the ``rgb`` color of some surface which is located at a
function	hex_to_rgb	utils/color	(hex_code: 'str') -> 'FloatRGB'	manim.utils.color.core	Helper function for use in functional style programming. Refer to
function	interpolate_color	utils/color	(color1: 'ManimColorT', color2: 'ManimColorT', alpha: 'float') -> 'ManimColorT'	manim.utils.color.core	Standalone function to interpolate two ManimColors and get the result. Refer to
function	invert_color	utils/color	(color: 'ManimColorT') -> 'ManimColorT'	manim.utils.color.core	Helper function for use in functional style programming. Refer to
function	random_bright_color	utils/color	() -> 'ManimColor'	manim.utils.color.core	Return a random bright color: a random color averaged with ``WHITE``.
function	random_color	utils/color	() -> 'ManimColor'	manim.utils.color.core	Return a random :class:`ManimColor`.
function	rgb_to_color	utils/color	(rgb: 'FloatRGBLike | IntRGBLike') -> 'ManimColor'	manim.utils.color.core	Helper function for use in functional style programming. Refer to
function	rgb_to_hex	utils/color	(rgb: 'FloatRGBLike | IntRGBLike') -> 'str'	manim.utils.color.core	Helper function for use in functional style programming. Refer to
function	rgba_to_color	utils/color	(rgba: 'FloatRGBALike | IntRGBALike') -> 'ManimColor'	manim.utils.color.core	Helper function for use in functional style programming. Refer to
constant	ALIAS_DOCS_DICT	utils/other	{}	manim.utils.docbuild.module_parsing	
constant	BLACK	utils/other	ManimColor('#000000')	manim.utils.debug	
constant	CHOOSE_NUMBER_MESSAGE	utils/other	'\nChoose number corresponding to desired scene/arguments.\n(Use comma separated list for multiple entries or use "*"...	manim.utils.module_ops	
class	Cell	utils/other	(c: 'Point2DLike', h: 'float', polygon: 'Polygon') -> 'None'	manim.utils.polylabel	A square in a mesh covering the :class:`~.Polygon` passed as an argument.
class	Comparable	utils/other	(*args, **kwargs)	manim.utils.simple_functions	Base class for protocol classes.
constant	DATA_DICT	utils/other	{}	manim.utils.docbuild.module_parsing	
class	DictAsObject	utils/other	(dictin: 'dict[str, Any]')	manim.utils.config_ops	
class	DummySceneFileWriter	utils/other	(renderer: 'CairoRenderer | OpenGLRenderer', scene_name: 'str', **kwargs: 'Any') -> 'None'	manim.utils.testing._test_class_makers	Delegate of SceneFileWriter used to test the frames.
class	EndSceneEarlyException	utils/other		manim.utils.exceptions	Common base class for all non-exit exceptions.
constant	F	utils/other	~F	manim.utils.iterables	
constant	FRAME_ABSOLUTE_TOLERANCE	utils/other	1.01	manim.utils.testing._frames_testers	
constant	FRAME_MISMATCH_RATIO_TOLERANCE	utils/other	1e-05	manim.utils.testing._frames_testers	
class	Facet	utils/other	(coordinates: 'PointND_Array', internal: 'PointND') -> 'None'	manim.utils.qhull	
constant	H	utils/other	~H	manim.utils.iterables	
class	Horizon	utils/other	() -> 'None'	manim.utils.qhull	
constant	INVALID_NUMBER_MESSAGE	utils/other	'Invalid scene numbers have been specified. Aborting.'	manim.utils.module_ops	
constant	KEYS_TO_FILTER_OUT	utils/other	{'original_id', 'background', 'pixel_array', 'pixel_array_to_cairo_context'}	manim.utils.hashing	
constant	MANIM_ROOT	utils/other	PosixPath('<site-packages>/manim')	manim.utils.docbuild.module_parsing	
class	MultiAnimationOverrideException	utils/other		manim.utils.exceptions	Common base class for all non-exit exceptions.
constant	NO_SCENE_MESSAGE	utils/other	'\n   There are no scenes inside that module\n'	manim.utils.module_ops	
constant	OUT	utils/other	array([0., 0., 1.])	manim.utils.paths	
class	Percent	utils/other	(axis: 'Vector3D') -> 'None'	manim.utils.unit	
class	Polygon	utils/other	(rings: 'Sequence[Point2DLike_Array]') -> 'None'	manim.utils.polylabel	Initializes the Polygon with the given rings.
class	QuickHull	utils/other	(tolerance: 'float' = 1e-05) -> 'None'	manim.utils.qhull	QuickHull algorithm for constructing a convex hull from a set of points.
class	QuickHullPoint	utils/other	(coordinates: 'PointND_Array') -> 'None'	manim.utils.qhull	
class	RerunSceneException	utils/other		manim.utils.exceptions	Common base class for all non-exit exceptions.
constant	SCENE_NOT_FOUND_MESSAGE	utils/other	'\n   {} is not in the script\n'	manim.utils.module_ops	
constant	STRAIGHT_PATH_THRESHOLD	utils/other	0.01	manim.utils.paths	
class	SubFacet	utils/other	(coordinates: 'PointND_Array') -> 'None'	manim.utils.qhull	
constant	T	utils/other	~T	manim.utils.deprecation	
constant	T	utils/other	~T	manim.utils.iterables	
constant	T	utils/other	~T	manim.utils.parameter_parsing	
constant	TYPEVAR_DICT	utils/other	{}	manim.utils.docbuild.module_parsing	
constant	TYPE_CHECKING	utils/other	False	manim.utils.caching	
constant	TYPE_CHECKING	utils/other	False	manim.utils.file_ops	
constant	TYPE_CHECKING	utils/other	False	manim.utils.hashing	
constant	TYPE_CHECKING	utils/other	False	manim.utils.images	
constant	TYPE_CHECKING	utils/other	False	manim.utils.iterables	
constant	TYPE_CHECKING	utils/other	False	manim.utils.module_ops	
constant	TYPE_CHECKING	utils/other	False	manim.utils.opengl	
constant	TYPE_CHECKING	utils/other	False	manim.utils.paths	
constant	TYPE_CHECKING	utils/other	False	manim.utils.polylabel	
constant	TYPE_CHECKING	utils/other	False	manim.utils.qhull	
constant	TYPE_CHECKING	utils/other	False	manim.utils.sounds	
constant	TYPST_COMPILATION_FONT_SIZE	utils/other	10	manim.utils.typst_file_writing	
constant	TYPST_TEMPLATE	utils/other	'#set page(width: auto, height: auto, margin: 0pt, fill: none)\n#set text(size: {text_size}pt)\n{preamble}\n{body}\n'	manim.utils.typst_file_writing	
constant	U	utils/other	~U	manim.utils.iterables	
class	VideoMetadata	utils/other		manim.utils.commands	dict() -> new empty dictionary
function	add_extension_if_not_present	utils/other	(file_name: 'Path', extension: 'str') -> 'Path'	manim.utils.file_ops	
function	add_import_statement	utils/other	(file: 'Path') -> 'None'	manim.utils.file_ops	Prepends an import statement in a file
function	add_version_before_extension	utils/other	(file_name: 'Path') -> 'Path'	manim.utils.file_ops	
function	adjacent_n_tuples	utils/other	(objects: 'Sequence[T]', n: 'int') -> 'zip[tuple[T, ...]]'	manim.utils.iterables	Returns the Sequence objects cyclically split into n length tuples.
function	adjacent_pairs	utils/other	(objects: 'Sequence[T]') -> 'zip[tuple[T, ...]]'	manim.utils.iterables	Alias for ``adjacent_n_tuples(objects, 2)``.
function	all_elements_are_instances	utils/other	(iterable: 'Iterable[object]', Class: 'type[object]') -> 'bool'	manim.utils.iterables	Returns ``True`` if all elements of iterable are instances of Class.
function	batch_by_property	utils/other	(items: 'Iterable[T]', property_func: 'Callable[[T], U]') -> 'list[tuple[list[T], U | None]]'	manim.utils.iterables	Takes in a Sequence, and returns a list of tuples, (batch, prop)
function	binary_search	utils/other	(function: 'Callable[[float], float]', target: 'float', lower_bound: 'float', upper_bound: 'float', tolerance: 'float' = 0.0001) -> 'float | None'	manim.utils.simple_functions	Searches for a value in a range by repeatedly dividing the range in half.
function	capture	utils/other	(command: 'str | list[str]', cwd: 'StrOrBytesPath | None' = None, command_input: 'str | None' = None) -> 'tuple[str, str, int]'	manim.utils.commands	
function	change_to_rgba_array	utils/other	(image: 'RGBPixelArray', dtype: 'str' = 'uint8') -> 'RGBAPixelArray'	manim.utils.images	Converts an RGB array into RGBA with the alpha value opacity maxed.
function	clip	utils/other	(a: 'ComparableT', min_a: 'ComparableT', max_a: 'ComparableT') -> 'ComparableT'	manim.utils.simple_functions	Clips ``a`` to the interval [``min_a``, ``max_a``].
function	clockwise_path	utils/other	() -> 'PathFuncType'	manim.utils.paths	This function transforms each point by moving clockwise around a half circle.
function	concatenate_lists	utils/other	(*list_of_lists: 'Iterable[T]') -> 'list[T]'	manim.utils.iterables	Combines the Iterables provided as arguments into one list.
function	copy_template_files	utils/other	(project_dir: 'Path' = PosixPath('.'), template_name: 'str' = 'Default') -> 'None'	manim.utils.file_ops	Copies template files from templates dir to project_dir.
function	counterclockwise_path	utils/other	() -> 'PathFuncType'	manim.utils.paths	This function transforms each point by moving counterclockwise around a half circle.
function	deprecated	utils/other	(func: 'Callable[..., T] | None' = None, since: 'str | None' = None, until: 'str | None' = None, replacement: 'str | None' = None, message: 'str | None' = '') -> 'Callable[..., T] | Callable[[Callable[..., T]], Callable[..., T]]'	manim.utils.deprecation	Decorator to mark a callable as deprecated.
function	deprecated_params	utils/other	(params: 'str | Iterable[str] | None' = None, since: 'str | None' = None, until: 'str | None' = None, message: 'str' = '', redirections: 'None | Iterable[tuple[str, str] | Callable[..., dict[str, Any]]]' = None) -> 'Callable[..., T]'	manim.utils.deprecation	Decorator to mark parameters of a callable as deprecated.
function	drag_pixels	utils/other	(frames: 'Sequence[PixelArray]') -> 'list[np.ndarray]'	manim.utils.images	
function	ensure_executable	utils/other	(path_to_exe: 'Path') -> 'bool'	manim.utils.file_ops	
function	extract_mobject_family_members	utils/other	(mobjects: 'Iterable[Mobject]', use_z_index: 'bool' = False, only_those_with_points: 'bool' = False) -> 'list[Mobject]'	manim.utils.family	Returns a list of the types of mobjects and their family members present.
function	extract_mobject_family_members	utils/other	(mobject_list: 'list[Mobject]', only_those_with_points: 'bool' = False) -> 'list[Mobject]'	manim.utils.family_ops	
function	flatten_iterable_parameters	utils/other	(args: 'Iterable[T | Iterable[T] | GeneratorType]') -> 'list[T]'	manim.utils.parameter_parsing	Flattens an iterable of parameters into a list of parameters.
function	get_dir_layout	utils/other	(dirpath: 'Path') -> 'Generator[str, None, None]'	manim.utils.commands	Get list of paths relative to dirpath of all files in dir and subdirs recursively.
function	get_full_raster_image_path	utils/other	(image_file_name: 'str | PurePath') -> 'Path'	manim.utils.images	
function	get_full_sound_file_path	utils/other	(sound_file_name: 'StrPath') -> 'Path'	manim.utils.sounds	
function	get_full_vector_image_path	utils/other	(image_file_name: 'str | PurePath') -> 'Path'	manim.utils.images	
function	get_hash_from_play_call	utils/other	(scene_object: 'Scene', camera_object: 'Camera | OpenGLCamera', animations_list: 'Iterable[Animation]', current_mobjects_list: 'Iterable[Mobject]') -> 'str'	manim.utils.hashing	Take the list of animations and a list of mobjects and output their hashes. This is meant to be used for `scene.play` function.
function	get_json	utils/other	(obj: 'Any', *, include_pixel_array: 'bool' = False) -> 'str'	manim.utils.hashing	Recursively serialize `object` to JSON using the :class:`CustomEncoder` class.
function	get_module	utils/other	(file_name: 'Path') -> 'types.ModuleType'	manim.utils.module_ops	
function	get_scene_classes_from_module	utils/other	(module: 'types.ModuleType') -> 'list[type[Scene]]'	manim.utils.module_ops	
function	get_scenes_to_render	utils/other	(scene_classes: 'list[type[Scene]]') -> 'list[type[Scene]]'	manim.utils.module_ops	
function	get_template_names	utils/other	() -> 'list[str]'	manim.utils.file_ops	Returns template names from the templates directory.
function	get_template_path	utils/other	() -> 'Path'	manim.utils.file_ops	Returns the Path of templates directory.
function	get_video_metadata	utils/other	(path_to_video: 'str | os.PathLike') -> 'VideoMetadata'	manim.utils.commands	
function	guarantee_empty_existence	utils/other	(path: 'Path') -> 'Path'	manim.utils.file_ops	
function	guarantee_existence	utils/other	(path: 'Path') -> 'Path'	manim.utils.file_ops	
function	handle_caching_play	utils/other	(func: 'Callable[..., None]') -> 'Callable[..., None]'	manim.utils.caching	Decorator that returns a wrapped version of func that will compute
function	hash_obj	utils/other	(obj: 'object') -> 'int'	manim.utils.iterables	Determines a hash, even of potentially mutable objects.
function	index_labels	utils/other	(mobject: 'Mobject', label_height: 'float' = 0.15, background_stroke_width: 'float' = 5, background_stroke_color: 'ManimColor' = ManimColor('#000000'), **kwargs: 'Any') -> 'VGroup'	manim.utils.debug	Returns a :class:`~.VGroup` of :class:`~.Integer` mobjects
function	invert_image	utils/other	(image: 'PixelArray') -> 'Image'	manim.utils.images	
function	is_gif_format	utils/other	() -> 'bool'	manim.utils.file_ops	Determines if output format is .gif
function	is_mov_format	utils/other	() -> 'bool'	manim.utils.file_ops	Determines if output format is .mov
function	is_mp4_format	utils/other	() -> 'bool'	manim.utils.file_ops	Determines if output format is .mp4
function	is_png_format	utils/other	() -> 'bool'	manim.utils.file_ops	Determines if output format is .png
function	is_webm_format	utils/other	() -> 'bool'	manim.utils.file_ops	Determines if output format is .webm
function	list_difference_update	utils/other	(l1: 'Iterable[T]', l2: 'Iterable[T]') -> 'list[T]'	manim.utils.iterables	Returns a list containing all the elements of l1 not in l2.
function	list_update	utils/other	(l1: 'Iterable[T]', l2: 'Iterable[T]') -> 'list[T]'	manim.utils.iterables	Used instead of ``set.update()`` to maintain order,
function	listify	utils/other	(obj: 'str | Iterable[T] | T') -> 'list[str] | list[T]'	manim.utils.iterables	Converts obj to a list intelligently.
function	make_even	utils/other	(iterable_1: 'Iterable[T]', iterable_2: 'Iterable[U]') -> 'tuple[list[T], list[U]]'	manim.utils.iterables	Extends the shorter of the two iterables with duplicate values until its
function	make_even_by_cycling	utils/other	(iterable_1: 'Collection[T]', iterable_2: 'Collection[U]') -> 'tuple[list[T], list[U]]'	manim.utils.iterables	Extends the shorter of the two iterables with duplicate values until its
function	matrix_to_shader_input	utils/other	(matrix: 'MatrixMN') -> 'FlattenedMatrix4x4'	manim.utils.opengl	
function	merge_dicts_recursively	utils/other	(*dicts: 'dict[Any, Any]') -> 'dict[Any, Any]'	manim.utils.config_ops	Creates a dict whose keyset is the union of all the
function	modify_atime	utils/other	(file_path: 'str') -> 'None'	manim.utils.file_ops	Will manually change the accessed time (called `atime`) of the file, as on a lot of OS the accessed time refresh is disabled by default.
function	open_file	utils/other	(file_path: 'Path', in_browser: 'bool' = False) -> 'None'	manim.utils.file_ops	
function	open_media_file	utils/other	(file_writer: 'SceneFileWriter') -> 'None'	manim.utils.file_ops	
function	orthographic_projection_matrix	utils/other	(width: 'float | None' = None, height: 'float | None' = None, near: 'float' = 1, far: 'float' = 21, format_: 'bool' = True) -> 'MatrixMN | FlattenedMatrix4x4'	manim.utils.opengl	
function	parse_module_attributes	utils/other	() -> 'tuple[AliasDocsDict, DataDict, TypeVarDict]'	manim.utils.docbuild.module_parsing	Read all files, generate Abstract Syntax Trees from them, and
function	path_along_arc	utils/other	(arc_angle: 'float', axis: 'Vector3DLike' = array([0., 0., 1.])) -> 'PathFuncType'	manim.utils.paths	This function transforms each point by moving it along a circular arc.
function	path_along_circles	utils/other	(arc_angle: 'float', circles_centers: 'Point3DLike_Array', axis: 'Vector3DLike' = array([0., 0., 1.])) -> 'PathFuncType'	manim.utils.paths	This function transforms each point by moving it roughly along a circle, each with its own specified center.
function	perspective_projection_matrix	utils/other	(width: 'float | None' = None, height: 'float | None' = None, near: 'float' = 2, far: 'float' = 50, format_: 'bool' = True) -> 'MatrixMN | FlattenedMatrix4x4'	manim.utils.opengl	
function	polylabel	utils/other	(rings: 'Sequence[Point3DLike_Array]', precision: 'float' = 0.01) -> 'Cell'	manim.utils.polylabel	Finds the pole of inaccessibility (the point that is farthest from the edges of the polygon)
function	print_family	utils/other	(mobject: 'Mobject', n_tabs: 'int' = 0) -> 'None'	manim.utils.debug	For debugging purposes
function	prompt_user_for_choice	utils/other	(scene_classes: 'list[type[Scene]]') -> 'list[type[Scene]]'	manim.utils.module_ops	
