kind	name	category	signature	module	doc
constant	LIGHT	scene	'LIGHT'	manim.scene.zoomed_scene	
class	LinearTransformationScene	scene	(include_background_plane: 'bool' = True, include_foreground_plane: 'bool' = True, background_plane_kwargs: 'dict[str, Any] | None' = None, foreground_plane_kwargs: 'dict[str, Any] | None' = None, show_coordinates: 'bool' = False, show_basis_vectors: 'bool' = True, basis_vector_stroke_width: 'float' = 6, i_hat_color: 'ParsableManimColor' = ManimColor('#83C167'), j_hat_color: 'ParsableManimColor' = ManimColor('#FC6255'), leave_ghost_vectors: 'bool' = False, **kwargs: 'Any') -> 'None'	manim.scene.vector_space_scene	This scene contains special methods that make it
constant	MEDIUM	scene	'MEDIUM'	manim.scene.scene	
constant	MEDIUM	scene	'MEDIUM'	manim.scene.vector_space_scene	
constant	MEDIUM	scene	'MEDIUM'	manim.scene.zoomed_scene	
constant	MED_LARGE_BUFF	scene	0.5	manim.scene.scene	
constant	MED_LARGE_BUFF	scene	0.5	manim.scene.vector_space_scene	
constant	MED_LARGE_BUFF	scene	0.5	manim.scene.zoomed_scene	
constant	MED_SMALL_BUFF	scene	0.25	manim.scene.scene	
constant	MED_SMALL_BUFF	scene	0.25	manim.scene.vector_space_scene	
constant	MED_SMALL_BUFF	scene	0.25	manim.scene.zoomed_scene	
class	MovingCameraScene	scene	(camera_class: 'type[Camera]' = <class 'manim.camera.moving_camera.MovingCamera'>, **kwargs: 'Any') -> 'None'	manim.scene.moving_camera_scene	This is a Scene, with special configurations and properties that
constant	NORMAL	scene	'NORMAL'	manim.scene.scene	
constant	NORMAL	scene	'NORMAL'	manim.scene.vector_space_scene	
constant	NORMAL	scene	'NORMAL'	manim.scene.zoomed_scene	
constant	NO_SCENE_MESSAGE	scene	'\n   There are no scenes inside that module\n'	manim.scene.scene	
constant	NO_SCENE_MESSAGE	scene	'\n   There are no scenes inside that module\n'	manim.scene.vector_space_scene	
constant	NO_SCENE_MESSAGE	scene	'\n   There are no scenes inside that module\n'	manim.scene.zoomed_scene	
constant	OBLIQUE	scene	'OBLIQUE'	manim.scene.scene	
constant	OBLIQUE	scene	'OBLIQUE'	manim.scene.vector_space_scene	
constant	OBLIQUE	scene	'OBLIQUE'	manim.scene.zoomed_scene	
constant	ORIGIN	scene	array([0., 0., 0.])	manim.scene.scene	
constant	ORIGIN	scene	array([0., 0., 0.])	manim.scene.vector_space_scene	
constant	ORIGIN	scene	array([0., 0., 0.])	manim.scene.zoomed_scene	
constant	OUT	scene	array([0., 0., 1.])	manim.scene.scene	
constant	OUT	scene	array([0., 0., 1.])	manim.scene.vector_space_scene	
constant	OUT	scene	array([0., 0., 1.])	manim.scene.zoomed_scene	
constant	PI	scene	3.141592653589793	manim.scene.scene	
constant	PI	scene	3.141592653589793	manim.scene.vector_space_scene	
constant	PI	scene	3.141592653589793	manim.scene.zoomed_scene	
constant	PURE_YELLOW	scene	ManimColor('#FFFF00')	manim.scene.vector_space_scene	
constant	QUALITIES	scene	{'fourk_quality': {'flag': 'k', 'pixel_height': 2160, 'pixel_width': 3840, 'frame_rate': 60}, 'production_quality': {...	manim.scene.scene	
constant	QUALITIES	scene	{'fourk_quality': {'flag': 'k', 'pixel_height': 2160, 'pixel_width': 3840, 'frame_rate': 60}, 'production_quality': {...	manim.scene.vector_space_scene	
constant	QUALITIES	scene	{'fourk_quality': {'flag': 'k', 'pixel_height': 2160, 'pixel_width': 3840, 'frame_rate': 60}, 'production_quality': {...	manim.scene.zoomed_scene	
constant	RED_C	scene	ManimColor('#FC6255')	manim.scene.vector_space_scene	
constant	RESAMPLING_ALGORITHMS	scene	{'nearest': <Resampling.NEAREST: 0>, 'none': <Resampling.NEAREST: 0>, 'bilinear': <Resampling.BILINEAR: 2>, 'linear':...	manim.scene.scene	
constant	RESAMPLING_ALGORITHMS	scene	{'nearest': <Resampling.NEAREST: 0>, 'none': <Resampling.NEAREST: 0>, 'bilinear': <Resampling.BILINEAR: 2>, 'linear':...	manim.scene.vector_space_scene	
constant	RESAMPLING_ALGORITHMS	scene	{'nearest': <Resampling.NEAREST: 0>, 'none': <Resampling.NEAREST: 0>, 'bilinear': <Resampling.BILINEAR: 2>, 'linear':...	manim.scene.zoomed_scene	
constant	RIGHT	scene	array([1., 0., 0.])	manim.scene.scene	
constant	RIGHT	scene	array([1., 0., 0.])	manim.scene.vector_space_scene	
constant	RIGHT	scene	array([1., 0., 0.])	manim.scene.zoomed_scene	
class	RerunSceneHandler	scene	(queue: 'Queue[SceneInteractAction]') -> 'None'	manim.scene.scene	A class to handle rerunning a Scene after the input file is modified.
constant	SCALE_FACTOR_PER_FONT_POINT	scene	0.0010416666666666667	manim.scene.scene	
constant	SCALE_FACTOR_PER_FONT_POINT	scene	0.0010416666666666667	manim.scene.vector_space_scene	
constant	SCALE_FACTOR_PER_FONT_POINT	scene	0.0010416666666666667	manim.scene.zoomed_scene	
constant	SCENE_NOT_FOUND_MESSAGE	scene	'\n   {} is not in the script\n'	manim.scene.scene	
constant	SCENE_NOT_FOUND_MESSAGE	scene	'\n   {} is not in the script\n'	manim.scene.vector_space_scene	
constant	SCENE_NOT_FOUND_MESSAGE	scene	'\n   {} is not in the script\n'	manim.scene.zoomed_scene	
constant	SEMIBOLD	scene	'SEMIBOLD'	manim.scene.scene	
constant	SEMIBOLD	scene	'SEMIBOLD'	manim.scene.vector_space_scene	
constant	SEMIBOLD	scene	'SEMIBOLD'	manim.scene.zoomed_scene	
constant	SEMILIGHT	scene	'SEMILIGHT'	manim.scene.scene	
constant	SEMILIGHT	scene	'SEMILIGHT'	manim.scene.vector_space_scene	
constant	SEMILIGHT	scene	'SEMILIGHT'	manim.scene.zoomed_scene	
constant	SHIFT_VALUE	scene	65505	manim.scene.scene	
constant	SHIFT_VALUE	scene	65505	manim.scene.vector_space_scene	
constant	SHIFT_VALUE	scene	65505	manim.scene.zoomed_scene	
constant	SMALL_BUFF	scene	0.1	manim.scene.scene	
constant	SMALL_BUFF	scene	0.1	manim.scene.vector_space_scene	
constant	SMALL_BUFF	scene	0.1	manim.scene.zoomed_scene	
constant	START_X	scene	30	manim.scene.scene	
constant	START_X	scene	30	manim.scene.vector_space_scene	
constant	START_X	scene	30	manim.scene.zoomed_scene	
constant	START_Y	scene	20	manim.scene.scene	
constant	START_Y	scene	20	manim.scene.vector_space_scene	
constant	START_Y	scene	20	manim.scene.zoomed_scene	
class	Scene	scene	(renderer: 'CairoRenderer | OpenGLRenderer | None' = None, camera_class: 'type[Camera]' = <class 'manim.camera.camera.Camera'>, always_update_mobjects: 'bool' = False, random_seed: 'int | None' = None, skip_animations: 'bool' = False) -> 'None'	manim.scene.scene	A Scene is the canvas of your animation.
class	SceneFileWriter	scene	(renderer: 'CairoRenderer | OpenGLRenderer', scene_name: 'str', **kwargs: 'Any') -> 'None'	manim.scene.scene_file_writer	SceneFileWriter is the object that actually writes the animations
class	SceneInteractContinue	scene	(sender: 'str') -> None	manim.scene.scene	Object which, when encountered in :meth:`.Scene.interact`, triggers
class	SceneInteractRerun	scene	(sender: 'str', **kwargs: 'Any') -> 'None'	manim.scene.scene	Object which, when encountered in :meth:`.Scene.interact`, triggers
class	Section	scene	(type_: 'str', video: 'str | None', name: 'str', skip_animations: 'bool') -> 'None'	manim.scene.section	A :class:`.Scene` can be segmented into multiple Sections.
class	SpecialThreeDScene	scene	(cut_axes_at_radius=True, camera_config={'should_apply_shading': True, 'exponential_projection': True}, three_d_axes_config={'num_axis_pieces': 1, 'axis_config': {'unit_size': 2, 'tick_frequency': 1, 'numbers_with_elongated_ticks': [0, 1, 2], 'stroke_width': 2}}, sphere_config={'radius': 2, 'resolution': (24, 48)}, default_angled_camera_position={'phi': 1.2217304763960306, 'theta': -1.9198621771937625}, low_quality_config={'camera_config': {'should_apply_shading': False}, 'three_d_axes_config': {'num_axis_pieces': 1}, 'sphere_config': {'resolution': (12, 24)}}, **kwargs)	manim.scene.three_d_scene	An extension of :class:`ThreeDScene` with more settings.
constant	TAU	scene	6.283185307179586	manim.scene.scene	
constant	TAU	scene	6.283185307179586	manim.scene.vector_space_scene	
constant	TAU	scene	6.283185307179586	manim.scene.zoomed_scene	
constant	THIN	scene	'THIN'	manim.scene.scene	
constant	THIN	scene	'THIN'	manim.scene.vector_space_scene	
constant	THIN	scene	'THIN'	manim.scene.zoomed_scene	
constant	TYPE_CHECKING	scene	False	manim.scene.scene	
constant	TYPE_CHECKING	scene	False	manim.scene.scene_file_writer	
constant	TYPE_CHECKING	scene	False	manim.scene.vector_space_scene	
constant	TYPE_CHECKING	scene	False	manim.scene.zoomed_scene	
class	ThreeDScene	scene	(camera_class=<class 'manim.camera.three_d_camera.ThreeDCamera'>, ambient_camera_rotation=None, default_angled_camera_orientation_kwargs=None, **kwargs)	manim.scene.three_d_scene	This is a Scene, with special configurations and properties that
constant	UL	scene	array([-1.,  1.,  0.])	manim.scene.scene	
constant	UL	scene	array([-1.,  1.,  0.])	manim.scene.vector_space_scene	
constant	UL	scene	array([-1.,  1.,  0.])	manim.scene.zoomed_scene	
constant	ULTRABOLD	scene	'ULTRABOLD'	manim.scene.scene	
constant	ULTRABOLD	scene	'ULTRABOLD'	manim.scene.vector_space_scene	
constant	ULTRABOLD	scene	'ULTRABOLD'	manim.scene.zoomed_scene	
constant	ULTRAHEAVY	scene	'ULTRAHEAVY'	manim.scene.scene	
constant	ULTRAHEAVY	scene	'ULTRAHEAVY'	manim.scene.vector_space_scene	
constant	ULTRAHEAVY	scene	'ULTRAHEAVY'	manim.scene.zoomed_scene	
constant	ULTRALIGHT	scene	'ULTRALIGHT'	manim.scene.scene	
constant	ULTRALIGHT	scene	'ULTRALIGHT'	manim.scene.vector_space_scene	
constant	ULTRALIGHT	scene	'ULTRALIGHT'	manim.scene.zoomed_scene	
constant	UP	scene	array([0., 1., 0.])	manim.scene.scene	
constant	UP	scene	array([0., 1., 0.])	manim.scene.vector_space_scene	
constant	UP	scene	array([0., 1., 0.])	manim.scene.zoomed_scene	
constant	UR	scene	array([1., 1., 0.])	manim.scene.scene	
constant	UR	scene	array([1., 1., 0.])	manim.scene.vector_space_scene	
constant	UR	scene	array([1., 1., 0.])	manim.scene.zoomed_scene	
class	VectorScene	scene	(basis_vector_stroke_width: 'float' = 6.0, **kwargs: 'Any') -> 'None'	manim.scene.vector_space_scene	A Scene is the canvas of your animation.
constant	WHITE	scene	ManimColor('#FFFFFF')	manim.scene.vector_space_scene	
constant	X_AXIS	scene	array([1., 0., 0.])	manim.scene.scene	
constant	X_AXIS	scene	array([1., 0., 0.])	manim.scene.vector_space_scene	
constant	X_AXIS	scene	array([1., 0., 0.])	manim.scene.zoomed_scene	
constant	X_COLOR	scene	ManimColor('#83C167')	manim.scene.vector_space_scene	
constant	Y_AXIS	scene	array([0., 1., 0.])	manim.scene.scene	
constant	Y_AXIS	scene	array([0., 1., 0.])	manim.scene.vector_space_scene	
constant	Y_AXIS	scene	array([0., 1., 0.])	manim.scene.zoomed_scene	
constant	Y_COLOR	scene	ManimColor('#FC6255')	manim.scene.vector_space_scene	
constant	Z_AXIS	scene	array([0., 0., 1.])	manim.scene.scene	
constant	Z_AXIS	scene	array([0., 0., 1.])	manim.scene.vector_space_scene	
constant	Z_AXIS	scene	array([0., 0., 1.])	manim.scene.zoomed_scene	
constant	Z_COLOR	scene	ManimColor('#29ABCA')	manim.scene.vector_space_scene	
class	ZoomedScene	scene	(camera_class: 'type[Camera]' = <class 'manim.camera.multi_camera.MultiCamera'>, zoomed_display_height: 'float' = 3, zoomed_display_width: 'float' = 3, zoomed_display_center: 'Point3DLike | None' = None, zoomed_display_corner: 'Vector3D' = array([1., 1., 0.]), zoomed_display_corner_buff: 'float' = 0.5, zoomed_camera_config: 'dict[str, Any]' = {'default_frame_stroke_width': 2, 'background_opacity': 1}, zoomed_camera_image_mobject_config: 'dict[str, Any]' = {}, zoomed_camera_frame_starting_position: 'Point3DLike' = array([0., 0., 0.]), zoom_factor: 'float' = 0.15, image_frame_stroke_width: 'float' = 3, zoom_activated: 'bool' = False, **kwargs: 'Any') -> 'None'	manim.scene.zoomed_scene	This is a Scene with special configurations made for when
function	convert_audio	scene	(input_path: 'Path', output_path: 'Path | _TemporaryFileWrapper[bytes]', codec_name: 'str') -> 'None'	manim.scene.scene_file_writer	
function	to_av_frame_rate	scene	(fps: 'float') -> 'Fraction'	manim.scene.scene_file_writer	
constant	TYPE_CHECKING	typing	False	manim.typing	
constant	CP_CLOSED_MEMO	utils/bezier	array([0.33333333])	manim.utils.bezier	
constant	CP_OPEN_MEMO	utils/bezier	array([0.5])	manim.utils.bezier	
constant	SUBDIVISION_MATRICES	utils/bezier	[{}, {}, {}, {}]	manim.utils.bezier	
constant	TYPE_CHECKING	utils/bezier	False	manim.utils.bezier	
constant	UP_CLOSED_MEMO	utils/bezier	array([0.33333333])	manim.utils.bezier	
function	bezier	utils/bezier	(points: 'Point3D_Array | Sequence[Point3D_Array]') -> 'Callable[[float | ColVector], Point3D_Array]'	manim.utils.bezier	Classic implementation of a Bézier curve.
function	bezier_remap	utils/bezier	(bezier_tuples: 'BezierPointsLike_Array', new_number_of_curves: 'int') -> 'BezierPoints_Array'	manim.utils.bezier	Subdivides each curve in ``bezier_tuples`` into as many parts as necessary, until the final number of
function	get_quadratic_approximation_of_cubic	utils/bezier	(a0: 'Point3D | Point3D_Array', h0: 'Point3D | Point3D_Array', h1: 'Point3D | Point3D_Array', a1: 'Point3D | Point3D_Array') -> 'QuadraticSpline | QuadraticBezierPath'	manim.utils.bezier	If ``a0``, ``h0``, ``h1`` and ``a1`` are the control points of a cubic
function	get_smooth_closed_cubic_bezier_handle_points	utils/bezier	(anchors: 'Point3DLike_Array') -> 'tuple[Point3D_Array, Point3D_Array]'	manim.utils.bezier	Special case of :func:`get_smooth_cubic_bezier_handle_points`,
function	get_smooth_cubic_bezier_handle_points	utils/bezier	(anchors: 'Point3DLike_Array') -> 'tuple[Point3D_Array, Point3D_Array]'	manim.utils.bezier	Given an array of anchors for a cubic spline (array of connected cubic
function	get_smooth_open_cubic_bezier_handle_points	utils/bezier	(anchors: 'Point3DLike_Array') -> 'tuple[Point3D_Array, Point3D_Array]'	manim.utils.bezier	Special case of :func:`get_smooth_cubic_bezier_handle_points`,
function	integer_interpolate	utils/bezier	(start: 'float', end: 'float', alpha: 'float') -> 'tuple[int, float]'	manim.utils.bezier	This is a variant of interpolate that returns an integer and the residual
function	interpolate	utils/bezier	(start: 'float | Point3D', end: 'float | Point3D', alpha: 'float | ColVector') -> 'float | ColVector | Point3D | Point3D_Array'	manim.utils.bezier	Linearly interpolates between two values ``start`` and ``end``.
function	inverse_interpolate	utils/bezier	(start: 'float | Point3D', end: 'float | Point3D', value: 'float | Point3D') -> 'float | Point3D'	manim.utils.bezier	Perform inverse interpolation to determine the alpha
function	is_closed	utils/bezier	(points: 'Point3D_Array') -> 'bool'	manim.utils.bezier	Returns ``True`` if the spline given by ``points`` is closed, by
function	match_interpolate	utils/bezier	(new_start: 'float', new_end: 'float', old_start: 'float', old_end: 'float', old_value: 'float | Point3D') -> 'float | Point3D'	manim.utils.bezier	Interpolate a value from an old range to a new range.
function	mid	utils/bezier	(start: 'float | Point3D', end: 'float | Point3D') -> 'float | Point3D'	manim.utils.bezier	Returns the midpoint between two values.
function	partial_bezier_points	utils/bezier	(points: 'BezierPointsLike', a: 'float', b: 'float') -> 'BezierPoints'	manim.utils.bezier	Given an array of ``points`` which define a Bézier curve, and two numbers :math:`a, b`
function	point_lies_on_bezier	utils/bezier	(point: 'Point3DLike', control_points: 'BezierPointsLike', round_to: 'float' = 1e-06) -> 'bool'	manim.utils.bezier	Checks if a given point lies on the bezier curves with the given control points.
function	proportions_along_bezier_curve_for_point	utils/bezier	(point: 'Point3DLike', control_points: 'BezierPointsLike', round_to: 'float' = 1e-06) -> 'MatrixMN'	manim.utils.bezier	Obtains the proportion along the bezier curve corresponding to a given point
function	split_bezier	utils/bezier	(points: 'BezierPointsLike', t: 'float') -> 'Spline'	manim.utils.bezier	Split a Bézier curve at argument ``t`` into two curves.
function	subdivide_bezier	utils/bezier	(points: 'BezierPointsLike', n_divisions: 'int') -> 'Spline'	manim.utils.bezier	Subdivide a Bézier curve into :math:`n` subcurves which have the same shape.
constant	ACIDGREEN	utils/color	ManimColor('#8FFE09')	manim.utils.color.XKCD	
constant	ADOBE	utils/color	ManimColor('#BD6C48')	manim.utils.color.XKCD	
constant	AIRCRAFT_BLUE	utils/color	ManimColor('#173679')	manim.utils.color.BS381	
constant	AIRCRAFT_GREY	utils/color	ManimColor('#88918D')	manim.utils.color.BS381	
constant	AIRCRAFT_GREY_GREEN	utils/color	ManimColor('#7E8F6E')	manim.utils.color.BS381	
constant	ALGAE	utils/color	ManimColor('#54AC68')	manim.utils.color.XKCD	
constant	ALGAEGREEN	utils/color	ManimColor('#21C36F')	manim.utils.color.XKCD	
constant	ALICEBLUE	utils/color	ManimColor('#EFF7FF')	manim.utils.color.SVGNAMES	
constant	ALICEBLUE	utils/color	ManimColor('#F0F8FF')	manim.utils.color.X11	
constant	ALMOSTBLACK	utils/color	ManimColor('#070D0D')	manim.utils.color.XKCD	
constant	AMBER	utils/color	ManimColor('#FEB308')	manim.utils.color.XKCD	
constant	AMETHYST	utils/color	ManimColor('#9B5FC0')	manim.utils.color.XKCD	
constant	ANTIQUEWHITE	utils/color	ManimColor('#F9EAD7')	manim.utils.color.SVGNAMES	
constant	ANTIQUEWHITE	utils/color	ManimColor('#FAEBD7')	manim.utils.color.X11	
constant	ANTIQUEWHITE1	utils/color	ManimColor('#FFEFDB')	manim.utils.color.X11	
constant	ANTIQUEWHITE2	utils/color	ManimColor('#EEDFCC')	manim.utils.color.X11	
constant	ANTIQUEWHITE3	utils/color	ManimColor('#CDC0B0')	manim.utils.color.X11	
constant	ANTIQUEWHITE4	utils/color	ManimColor('#8B8378')	manim.utils.color.X11	
constant	APPLE	utils/color	ManimColor('#6ECB3C')	manim.utils.color.XKCD	
constant	APPLEGREEN	utils/color	ManimColor('#76CD26')	manim.utils.color.XKCD	
constant	APRICOT	utils/color	ManimColor('#FB9C06')	manim.utils.color.BS381	
constant	APRICOT	utils/color	ManimColor('#FBB982')	manim.utils.color.DVIPSNAMES	
constant	APRICOT	utils/color	ManimColor('#FFB16D')	manim.utils.color.XKCD	
constant	AQUA	utils/color	ManimColor('#00FFFF')	manim.utils.color.SVGNAMES	
constant	AQUA	utils/color	ManimColor('#13EAC9')	manim.utils.color.XKCD	
constant	AQUABLUE	utils/color	ManimColor('#02D8E9')	manim.utils.color.XKCD	
constant	AQUAGREEN	utils/color	ManimColor('#12E193')	manim.utils.color.XKCD	
constant	AQUAMARINE	utils/color	ManimColor('#00B5BE')	manim.utils.color.DVIPSNAMES	
constant	AQUAMARINE	utils/color	ManimColor('#7EFFD3')	manim.utils.color.SVGNAMES	
constant	AQUAMARINE	utils/color	ManimColor('#2EE8BB')	manim.utils.color.XKCD	
constant	AQUAMARINE1	utils/color	ManimColor('#7FFFD4')	manim.utils.color.X11	
constant	AQUAMARINE2	utils/color	ManimColor('#76EEC6')	manim.utils.color.X11	
constant	AQUAMARINE4	utils/color	ManimColor('#458B74')	manim.utils.color.X11	
constant	ARCTIC_BLUE	utils/color	ManimColor('#78ADC2')	manim.utils.color.BS381	
constant	ARMYGREEN	utils/color	ManimColor('#4B5D16')	manim.utils.color.XKCD	
constant	ASPARAGUS	utils/color	ManimColor('#77AB56')	manim.utils.color.XKCD	
constant	AUBERGINE	utils/color	ManimColor('#3D0734')	manim.utils.color.XKCD	
constant	AUBURN	utils/color	ManimColor('#9A3001')	manim.utils.color.XKCD	
constant	AVOCADO	utils/color	ManimColor('#90B134')	manim.utils.color.XKCD	
constant	AVOCADOGREEN	utils/color	ManimColor('#87A922')	manim.utils.color.XKCD	
constant	AZO_ORANGE	utils/color	ManimColor('#F24816')	manim.utils.color.BS381	
constant	AZUL	utils/color	ManimColor('#1D5DEC')	manim.utils.color.XKCD	
constant	AZURE	utils/color	ManimColor('#EFFFFF')	manim.utils.color.SVGNAMES	
constant	AZURE	utils/color	ManimColor('#069AF3')	manim.utils.color.XKCD	
constant	AZURE1	utils/color	ManimColor('#F0FFFF')	manim.utils.color.X11	
constant	AZURE2	utils/color	ManimColor('#E0EEEE')	manim.utils.color.X11	
constant	AZURE3	utils/color	ManimColor('#C1CDCD')	manim.utils.color.X11	
constant	AZURE4	utils/color	ManimColor('#838B8B')	manim.utils.color.X11	
constant	AZURE_BLUE	utils/color	ManimColor('#264D7E')	manim.utils.color.BS381	
constant	B11_RICH_BLUE	utils/color	ManimColor('#2B3770')	manim.utils.color.AS2700	
constant	B12_ROYAL_BLUE	utils/color	ManimColor('#2C3563')	manim.utils.color.AS2700	
constant	B13_NAVY_BLUE	utils/color	ManimColor('#28304D')	manim.utils.color.AS2700	
constant	B14_SAPHHIRE	utils/color	ManimColor('#28426B')	manim.utils.color.AS2700	
constant	B15_MID_BLUE	utils/color	ManimColor('#144B6F')	manim.utils.color.AS2700	
constant	B21_ULTRAMARINE	utils/color	ManimColor('#2C5098')	manim.utils.color.AS2700	
constant	B22_HOMEBUSH_BLUE	utils/color	ManimColor('#215097')	manim.utils.color.AS2700	
constant	B23_BRIGHT_BLUE	utils/color	ManimColor('#174F90')	manim.utils.color.AS2700	
constant	B24_HARBOUR_BLUE	utils/color	ManimColor('#1C6293')	manim.utils.color.AS2700	
constant	B25_AQUA	utils/color	ManimColor('#5097AC')	manim.utils.color.AS2700	
constant	B32_POWDER_BLUE	utils/color	ManimColor('#B7C8DB')	manim.utils.color.AS2700	
constant	B33_MIST_BLUE	utils/color	ManimColor('#E0E6E2')	manim.utils.color.AS2700	
constant	B34_PARADISE_BLUE	utils/color	ManimColor('#3499BA')	manim.utils.color.AS2700	
constant	B35_PALE_BLUE	utils/color	ManimColor('#CDE4E2')	manim.utils.color.AS2700	
constant	B41_BLUEBELL	utils/color	ManimColor('#5B94D1')	manim.utils.color.AS2700	
constant	B42_PURPLE_BLUE	utils/color	ManimColor('#5E7899')	manim.utils.color.AS2700	
constant	B43_GREY_BLUE	utils/color	ManimColor('#627C8D')	manim.utils.color.AS2700	
constant	B44_LIGHT_GREY_BLUE	utils/color	ManimColor('#C0C0C1')	manim.utils.color.AS2700	
constant	B45_SKY_BLUE	utils/color	ManimColor('#7DB7C7')	manim.utils.color.AS2700	
constant	B51_PERIWINKLE	utils/color	ManimColor('#3871AC')	manim.utils.color.AS2700	
constant	B53_DARK_GREY_BLUE	utils/color	ManimColor('#4F6572')	manim.utils.color.AS2700	
constant	B55_STORM_BLUE	utils/color	ManimColor('#3F7C94')	manim.utils.color.AS2700	
constant	B61_CORAL_SEA	utils/color	ManimColor('#2B3873')	manim.utils.color.AS2700	
constant	B62_MIDNIGHT_BLUE	utils/color	ManimColor('#292A34')	manim.utils.color.AS2700	
constant	B64_CHARCOAL	utils/color	ManimColor('#363E45')	manim.utils.color.AS2700	
constant	BABYBLUE	utils/color	ManimColor('#A2CFFE')	manim.utils.color.XKCD	
constant	BABYGREEN	utils/color	ManimColor('#8CFF9E')	manim.utils.color.XKCD	
constant	BABYPINK	utils/color	ManimColor('#FFB7CE')	manim.utils.color.XKCD	
constant	BABYPOO	utils/color	ManimColor('#AB9004')	manim.utils.color.XKCD	
constant	BABYPOOP	utils/color	ManimColor('#937C00')	manim.utils.color.XKCD	
constant	BABYPOOPGREEN	utils/color	ManimColor('#8F9805')	manim.utils.color.XKCD	
constant	BABYPUKEGREEN	utils/color	ManimColor('#B6C406')	manim.utils.color.XKCD	
constant	BABYPURPLE	utils/color	ManimColor('#CA9BF7')	manim.utils.color.XKCD	
constant	BABYSHITBROWN	utils/color	ManimColor('#AD900D')	manim.utils.color.XKCD	
constant	BABYSHITGREEN	utils/color	ManimColor('#889717')	manim.utils.color.XKCD	
constant	BANANA	utils/color	ManimColor('#FFFF7E')	manim.utils.color.XKCD	
constant	BANANAYELLOW	utils/color	ManimColor('#FAFE4B')	manim.utils.color.XKCD	
constant	BARBIEPINK	utils/color	ManimColor('#FE46A5')	manim.utils.color.XKCD	
constant	BARFGREEN	utils/color	ManimColor('#94AC02')	manim.utils.color.XKCD	
constant	BARNEY	utils/color	ManimColor('#AC1DB8')	manim.utils.color.XKCD	
constant	BARNEYPURPLE	utils/color	ManimColor('#A00498')	manim.utils.color.XKCD	
constant	BATTLESHIPGREY	utils/color	ManimColor('#6B7C85')	manim.utils.color.XKCD	
constant	BEECH_BROWN	utils/color	ManimColor('#573320')	manim.utils.color.BS381	
constant	BEIGE	utils/color	ManimColor('#E4CF93')	manim.utils.color.BS381	
constant	BEIGE	utils/color	ManimColor('#F4F4DC')	manim.utils.color.SVGNAMES	
constant	BEIGE	utils/color	ManimColor('#F5F5DC')	manim.utils.color.X11	
constant	BEIGE	utils/color	ManimColor('#E6DAA6')	manim.utils.color.XKCD	
constant	BERRY	utils/color	ManimColor('#990F4B')	manim.utils.color.XKCD	
constant	BILE	utils/color	ManimColor('#B5C306')	manim.utils.color.XKCD	
constant	BISCUIT	utils/color	ManimColor('#FEEBA8')	manim.utils.color.BS381	
constant	BISQUE	utils/color	ManimColor('#FFE3C4')	manim.utils.color.SVGNAMES	
constant	BISQUE1	utils/color	ManimColor('#FFE4C4')	manim.utils.color.X11	
constant	BISQUE2	utils/color	ManimColor('#EED5B7')	manim.utils.color.X11	
constant	BISQUE3	utils/color	ManimColor('#CDB79E')	manim.utils.color.X11	
constant	BISQUE4	utils/color	ManimColor('#8B7D6B')	manim.utils.color.X11	
constant	BITTERSWEET	utils/color	ManimColor('#C04F17')	manim.utils.color.DVIPSNAMES	
constant	BLACK	utils/color	ManimColor('#000000')	manim.utils.color	
constant	BLACK	utils/color	ManimColor('#221E1F')	manim.utils.color.DVIPSNAMES	
constant	BLACK	utils/color	ManimColor('#000000')	manim.utils.color.SVGNAMES	
constant	BLACK	utils/color	ManimColor('#000000')	manim.utils.color.X11	
constant	BLACK	utils/color	ManimColor('#000000')	manim.utils.color.XKCD	
constant	BLACK	utils/color	ManimColor('#000000')	manim.utils.color.manim_colors	
constant	BLANCHEDALMOND	utils/color	ManimColor('#FFEACD')	manim.utils.color.SVGNAMES	
constant	BLANCHEDALMOND	utils/color	ManimColor('#FFEBCD')	manim.utils.color.X11	
constant	BLAND	utils/color	ManimColor('#AFA88B')	manim.utils.color.XKCD	
constant	BLOOD	utils/color	ManimColor('#770001')	manim.utils.color.XKCD	
constant	BLOODORANGE	utils/color	ManimColor('#FE4B03')	manim.utils.color.XKCD	
constant	BLOODRED	utils/color	ManimColor('#980002')	manim.utils.color.XKCD	
constant	BLUE	utils/color	ManimColor('#58C4DD')	manim.utils.color	
constant	BLUE	utils/color	ManimColor('#2D2F92')	manim.utils.color.DVIPSNAMES	
constant	BLUE	utils/color	ManimColor('#0000FF')	manim.utils.color.SVGNAMES	
constant	BLUE	utils/color	ManimColor('#0343DF')	manim.utils.color.XKCD	
constant	BLUE	utils/color	ManimColor('#58C4DD')	manim.utils.color.manim_colors	
constant	BLUE1	utils/color	ManimColor('#0000FF')	manim.utils.color.X11	
constant	BLUE2	utils/color	ManimColor('#0000EE')	manim.utils.color.X11	
constant	BLUE4	utils/color	ManimColor('#00008B')	manim.utils.color.X11	
constant	BLUEBERRY	utils/color	ManimColor('#464196')	manim.utils.color.XKCD	
constant	BLUEBLUE	utils/color	ManimColor('#2242C7')	manim.utils.color.XKCD	
constant	BLUEGREEN	utils/color	ManimColor('#00B3B8')	manim.utils.color.DVIPSNAMES	
constant	BLUEGREEN	utils/color	ManimColor('#0F9B8E')	manim.utils.color.XKCD	
constant	BLUEGREY	utils/color	ManimColor('#85A3B2')	manim.utils.color.XKCD	
